Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;NK_ Any;Mes_ any;Nom_mes;Dia_mes;Descripcio_torn;Hora_dia;Descripcio_causa_vianant;Desc_Tipus_vehicle_implicat;Descripcio_sexe;Edat;Descripcio_tipus_persona;Descripcio_Lloc_atropellament_vianant;Descripcio_Motiu_desplaçament_vianant;Descripcio_Motiu_desplaçament_conductor;Descripcio_victimitzacio;Coordenada_UTM_X;Coordenada_UTM_Y
2017S000001    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;187105;Madrazo;0063 0063;Diumenge;2017;1;Gener;1;Nit;4;No és causa del  vianant;Turismo;Home;50;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428887,27;4583659,1
2017S000002    ;2;Eixample;5;el Fort Pienc;197302;Marina;0120 0120;Diumenge;2017;1;Gener;1;Nit;2;No és causa del  vianant;Motocicleta;Home;47;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431987,02;4583282,61
2017S000004    ;2;Eixample;6;la Sagrada Família;89004;Consell de Cent;0531 0531;Diumenge;2017;1;Gener;1;Matí;7;No és causa del  vianant;Motocicleta;Dona;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431615,63;4583971,63
2017S000005    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;243206;Pamplona;0091 0091;Diumenge;2017;1;Gener;1;Matí;7;No és causa del  vianant;Ciclomotor;Dona;40;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432466,78;4583327,27
2017S000005    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;243206;Pamplona;0091 0091;Diumenge;2017;1;Gener;1;Matí;7;No és causa del  vianant;Ciclomotor;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432466,78;4583327,27
2017S000006    ;1;Ciutat Vella;1;el Raval;352100;Valldonzella;0004 0004;Diumenge;2017;1;Gener;1;Matí;11;No és causa del  vianant;Bicicleta;Home;61;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;430384,25;4582001,59
2017S000008    ;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;0270 0270;Diumenge;2017;1;Gener;1;Matí;10;No és causa del  vianant;Motocicleta;Dona;31;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;430197,72;4583116,33
2017S000008    ;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;0270 0270;Diumenge;2017;1;Gener;1;Matí;10;No és causa del  vianant;Motocicleta;Home;35;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430197,72;4583116,33
2017S000009    ;3;Sants-Montjuïc;18;Sants;270209;Puiggarí;0027 0027;Diumenge;2017;1;Gener;1;Tarda;14;No és causa del  vianant;Ciclomotor;Dona;35;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428117,94;4581559,38
2017S000010    ;9;Sant Andreu;62;el Congrés i els Indians;133300;Francesc Tàrrega;0002 0004;Diumenge;2017;1;Gener;1;Matí;12;No és causa del  vianant;Autobús;Dona;91;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;431588,98;4586110,37
2017S000011    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;700662;Salvador Espriu;0073 0073;Diumenge;2017;1;Gener;1;Tarda;15;No és causa del  vianant;Bicicleta;Home;29;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433205,1;4582713,55
2017S000012    ;2;Eixample;5;el Fort Pienc;100800;Diputació;0468 0468;Diumenge;2017;1;Gener;1;Matí;10;No és causa del  vianant;Ciclomotor;Dona;23;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;431727,67;4583859,83
2017S000012    ;2;Eixample;5;el Fort Pienc;100800;Diputació;0468 0468;Diumenge;2017;1;Gener;1;Matí;10;No és causa del  vianant;Ciclomotor;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431727,67;4583859,83
2017S000013    ;2;Eixample;7;la Dreta de l'Eixample;104505;Domingo;0003 0003;Diumenge;2017;1;Gener;1;Tarda;15;Desobeir el senyal del semàfor;Turismo;Dona;57;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;430079,43;4582893,47
2017S000014    ;3;Sants-Montjuïc;18;Sants;270209;Puiggarí;0027 0027;Diumenge;2017;1;Gener;1;Tarda;16;No és causa del  vianant;Motocicleta;Home;50;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428117,94;4581559,38
2017S000015    ;10;Sant Martí;73;la Verneda i la Pau;60807;Cantàbria;0038 0038;Diumenge;2017;1;Gener;1;Tarda;17;No és causa del  vianant;Turismo;Home;18;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433317,96;4585942,04
2017S000015    ;10;Sant Martí;73;la Verneda i la Pau;60807;Cantàbria;0038 0038;Diumenge;2017;1;Gener;1;Tarda;17;No és causa del  vianant;Turismo;Home;49;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433317,96;4585942,04
2017S000016    ;2;Eixample;5;el Fort Pienc;9209;Alí Bei;0114 0118;Diumenge;2017;1;Gener;1;Tarda;16;No és causa del  vianant;Autobús;Dona;77;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432000,64;4583338,75
2017S000017    ;10;Sant Martí;71;Provençals del Poblenou;169409;Corts Catalanes;1042 1042;Diumenge;2017;1;Gener;1;Tarda;19;No és causa del  vianant;Motocicleta;Dona;15;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433348,96;4585184,79
2017S000017    ;10;Sant Martí;71;Provençals del Poblenou;169409;Corts Catalanes;1042 1042;Diumenge;2017;1;Gener;1;Tarda;19;No és causa del  vianant;Motocicleta;Dona;25;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433348,96;4585184,79
2017S000018    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;180208;Londres;0071 0071;Diumenge;2017;1;Gener;1;Tarda;19;No és causa del  vianant;Motocicleta;Dona;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428947,81;4582857,9
2017S000019    ;10;Sant Martí;68;el Poblenou;47004;Borrell;0004 0004;Diumenge;2017;1;Gener;1;Tarda;19;No és causa del  vianant;Autobús;Dona;54;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433728,31;4584213,68
2017S000022    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;0031 0031;Diumenge;2017;1;Gener;1;Nit;22;No és causa del  vianant;Bicicleta;Home;51;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429371,43;4583435,83
2017S000023    ;3;Sants-Montjuïc;16;la Bordeta;89707;Constitució;0116 0116;Dimarts;2017;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Dona;31;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;427686,09;4580345,85
2017S000023    ;3;Sants-Montjuïc;16;la Bordeta;89707;Constitució;0116 0116;Dimarts;2017;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Home;22;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427686,09;4580345,85
2017S000023    ;3;Sants-Montjuïc;16;la Bordeta;89707;Constitució;0116 0116;Dimarts;2017;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427686,09;4580345,85
2017S000024    ;3;Sants-Montjuïc;11;el Poble-sec;116402;Estadi;0060 0060;Dilluns;2017;1;Gener;2;Matí;6;Desobeir el senyal del semàfor;Camión <= 3,5 Tm;Dona;69;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;429634,13;4579989,69
2017S000025    ;4;Les Corts;20;la Maternitat i Sant Ramon;66508;Carles III;0103 0103;Dilluns;2017;1;Gener;2;Matí;7;No és causa del  vianant;Motocicleta;Dona;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427082,07;4582281,06
2017S000026    ;3;Sants-Montjuïc;18;Sants;172403;Joan Güell;0038 0042;Dilluns;2017;1;Gener;2;Matí;9;No és causa del  vianant;Turismo;Dona;70;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427662,71;4581296,65
2017S000027    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;356304;Ventalló;0006 0006;Dilluns;2017;1;Gener;2;Matí;10;No és causa del  vianant;Ciclomotor;Home;25;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430424,49;4584500,98
2017S000028    ;7;Horta-Guinardó;36;la Font d'en Fargues;114906;Espiell;0022 0022;Dilluns;2017;1;Gener;2;Matí;10;No és causa del  vianant;Motocicleta;Dona;31;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429808,97;4586437,16
2017S000028    ;7;Horta-Guinardó;36;la Font d'en Fargues;114906;Espiell;0022 0022;Dilluns;2017;1;Gener;2;Matí;10;No és causa del  vianant;Motocicleta;Dona;34;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429808,97;4586437,16
2017S000029    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;306408;Sant Magí;0022 0022;Dilluns;2017;1;Gener;2;Matí;13;No és causa del  vianant;Ciclomotor;Home;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428921,8;4584295,9
2017S000030    ;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0132 0132;Dilluns;2017;1;Gener;2;Tarda;14;No és causa del  vianant;Turismo;Home;55;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429292,15;4581623,13
2017S000031    ;3;Sants-Montjuïc;13;la Marina de Port;124706;Ferrocarrils Catalans;0011 0011;Dilluns;2017;1;Gener;2;Tarda;16;No és causa del  vianant;Motocicleta;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428657,23;4578860,19
2017S000032    ;3;Sants-Montjuïc;15;Hostafrancs;119808;Farell;0014 0020;Dilluns;2017;1;Gener;2;Tarda;17;No és causa del  vianant;Turismo;Home;47;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428512,95;4580677,44
2017S000033    ;2;Eixample;6;la Sagrada Família;109101;Enamorats;0049 0049;Dilluns;2017;1;Gener;2;Tarda;17;No és causa del  vianant;Motocicleta;Dona;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431652,99;4584139,68
2017S000034    ;8;Nou Barris;53;la Trinitat Nova;96101;Las Chafarinas;0003 0003;Dilluns;2017;1;Gener;2;Tarda;18;No és causa del  vianant;Turismo;Dona;65;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;431844,68;4588904,82
2017S000035    ;1;Ciutat Vella;2;el Barri Gòtic;63408;Carabassa;0001 0001;Dilluns;2017;1;Gener;2;Tarda;19;No és causa del  vianant;Turismo;Dona;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431349,27;4581520,59
2017S000036    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;223606;Muntaner;0370 0372;Dilluns;2017;1;Gener;2;Tarda;19;No és causa del  vianant;Motocicleta;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428436,64;4583646,31
2017S000037    ;6;Gràcia;30;la Salut;344000;Dalt;0087 0087;Dilluns;2017;1;Gener;2;Tarda;18;No és causa del  vianant;Motocicleta;Home;23;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429614,28;4584916,05
2017S000037    ;6;Gràcia;30;la Salut;344000;Dalt;0087 0087;Dilluns;2017;1;Gener;2;Tarda;18;No és causa del  vianant;Motocicleta;Home;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429614,28;4584916,05
2017S000038    ;10;Sant Martí;68;el Poblenou;14209;Amistat;0000 0000;Dilluns;2017;1;Gener;2;Tarda;20;No és causa del  vianant;Turismo;Home;45;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433708,62;4583709,75
2017S000039    ;7;Horta-Guinardó;38;la Teixonera;289808;Rossell;0005 0005;Dilluns;2017;1;Gener;2;Nit;22;No és causa del  vianant;Turismo;Dona;25;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428741,77;4586241,53
2017S000039    ;7;Horta-Guinardó;38;la Teixonera;289808;Rossell;0005 0005;Dilluns;2017;1;Gener;2;Nit;22;No és causa del  vianant;Turismo;Home;30;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428741,77;4586241,53
2017S000040    ;2;Eixample;7;la Dreta de l'Eixample;90502;Còrsega;0428 0428;Dilluns;2017;1;Gener;2;Nit;22;No és causa del  vianant;Ciclomotor;Home;36;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430367,43;4583845,81
2017S000041    ;2;Eixample;5;el Fort Pienc;197302;Marina;0120 0120;Dilluns;2017;1;Gener;2;Nit;23;No és causa del  vianant;Turismo;Home;38;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;431987,02;4583282,61
2017S000042    ;10;Sant Martí;70;el Besòs i el Maresme;701612;Fòrum;0003 0003;Dimarts;2017;1;Gener;3;Nit;0;No és causa del  vianant;Turismo;Dona;17;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;435045,77;4584884,14
2017S000042    ;10;Sant Martí;70;el Besòs i el Maresme;701612;Fòrum;0003 0003;Dimarts;2017;1;Gener;3;Nit;0;No és causa del  vianant;Turismo;Home;18;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;435045,77;4584884,14
2017S000044    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;369306;Saragossa;0111 0111;Dimarts;2017;1;Gener;3;Matí;7;No és causa del  vianant;Motocicleta;Home;40;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428702,98;4584183,43
2017S000045    ;7;Horta-Guinardó;43;Horta;69652;Cal Notari;0054 0054;Dimarts;2017;1;Gener;3;Matí;7;No és causa del  vianant;Motocicleta;Dona;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429096,15;4588403,89
2017S000046    ;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;0278 0278;Dimarts;2017;1;Gener;3;Matí;9;No és causa del  vianant;Motocicleta;Home;20;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430294,37;4583211,15
2017S000047    ;1;Ciutat Vella;2;el Barri Gòtic;144204;Ample;0046 0046;Dimarts;2017;1;Gener;3;Matí;11;Creuar per fora pas de vianants;Autobús;Home;51;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;431567,82;4581584,78
2017S000048    ;2;Eixample;10;Sant Antoni;169409;Corts Catalanes;0570 0572;Dimarts;2017;1;Gener;3;Matí;11;No és causa del  vianant;Motocicleta;Dona;55;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;430004,91;4581948,62
2017S000048    ;2;Eixample;10;Sant Antoni;169409;Corts Catalanes;0570 0572;Dimarts;2017;1;Gener;3;Matí;11;No és causa del  vianant;Motocicleta;Dona;57;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430004,91;4581948,62
2017S000049    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;18505;Aragó;0541 0541;Dimarts;2017;1;Gener;3;Matí;11;No és causa del  vianant;Motocicleta;Dona;55;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431886,88;4584422,74
2017S000050    ;8;Nou Barris;50;les Roquetes;262958;Port de la Selva;0000 0000;Dimarts;2017;1;Gener;3;Matí;11;No és causa del  vianant;Ciclomotor;Home;34;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431538,45;4588893,11
2017S000051    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;144601;Diagonal;0413 0413;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Motocicleta;Home;45;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429394,07;4583152,36
2017S000052    ;2;Eixample;5;el Fort Pienc;76807;Sardenya;0221 0223;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431372,07;4583671,72
2017S000053    ;2;Eixample;9;la Nova Esquerra de l'Eixample;350308;València;0042 0044;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Ciclomotor;Dona;62;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428813,69;4581570,86
2017S000053    ;2;Eixample;9;la Nova Esquerra de l'Eixample;350308;València;0042 0044;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428813,69;4581570,86
2017S000054    ;2;Eixample;7;la Dreta de l'Eixample;31300;Bailèn;0042 0042;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Taxi;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431129,78;4582994,69
2017S000054    ;2;Eixample;7;la Dreta de l'Eixample;31300;Bailèn;0042 0042;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Turismo;Dona;22;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431129,78;4582994,69
2017S000055    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0034 0034;Dimarts;2017;1;Gener;3;Matí;13;No és causa del  vianant;Motocicleta;Home;57;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429949,39;4582098,91
2017S000056    ;2;Eixample;6;la Sagrada Família;225500;Nàpols;0228 0228;Dimarts;2017;1;Gener;3;Tarda;15;No és causa del  vianant;Motocicleta;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430928,6;4583773,56
2017S000057    ;5;Sarrià-Sant Gervasi;23;Sarrià;700969;Gaspar Cassadó;0009 0009;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Autocaravana;Home;15;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;425857,18;4583428,51
2017S000057    ;5;Sarrià-Sant Gervasi;23;Sarrià;700969;Gaspar Cassadó;0009 0009;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Turismo;Home;18;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;425857,18;4583428,51
2017S000057    ;5;Sarrià-Sant Gervasi;23;Sarrià;700969;Gaspar Cassadó;0009 0009;Dimarts;2017;1;Gener;3;Matí;12;No és causa del  vianant;Turismo;Home;18;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;425857,18;4583428,51
2017S000058    ;2;Eixample;7;la Dreta de l'Eixample;86006;Concepció;0007 0009;Dimarts;2017;1;Gener;3;Tarda;15;No és causa del  vianant;Motocicleta;Dona;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429891,13;4583107,12
2017S000058    ;2;Eixample;7;la Dreta de l'Eixample;86006;Concepció;0007 0009;Dimarts;2017;1;Gener;3;Tarda;15;No és causa del  vianant;Motocicleta;Home;47;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429891,13;4583107,12
2017S000059    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;288601;Rosales;0004 0004;Dimarts;2017;1;Gener;3;Tarda;14;No és causa del  vianant;Ciclomotor;Home;54;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427214,76;4583877,84
2017S000060    ;7;Horta-Guinardó;40;Montbau;260806;Poesia;0013 0013;Dimarts;2017;1;Gener;3;Tarda;14;No és causa del  vianant;Autobús;Dona;47;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428424,58;4587308,63
2017S000062    ;4;Les Corts;19;les Corts;88001;Comtes de Bell-lloc;0174 0174;Dimarts;2017;1;Gener;3;Tarda;17;No és causa del  vianant;Motocicleta;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427835,14;4581833,11
2017S000063    ;10;Sant Martí;70;el Besòs i el Maresme;94300;Cristóbal de Moura;0198 0198;Dimarts;2017;1;Gener;3;Tarda;14;No és causa del  vianant;Tranvía o tren;Dona;69;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;434210,82;4585288,5
2017S000064    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;148704;Ciutat de Granada;0099 0107;Dimarts;2017;1;Gener;3;Tarda;18;Altres;Ciclomotor;Dona;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432748,6;4583797,55
2017S000065    ;2;Eixample;9;la Nova Esquerra de l'Eixample;100800;Diputació;0071 0071;Dimarts;2017;1;Gener;3;Tarda;19;No és causa del  vianant;Motocicleta;Home;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429383,32;4581599,39
2017S000066    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0154 0154;Dimarts;2017;1;Gener;3;Tarda;19;No és causa del  vianant;Motocicleta;Home;52;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429407,04;4582845,29
2017S000067    ;3;Sants-Montjuïc;18;Sants;98005;Daoíz i Velarde;0035 0037;Dimarts;2017;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427482,28;4580848,28
2017S000068    ;2;Eixample;9;la Nova Esquerra de l'Eixample;100800;Diputació;0070 0070;Dimarts;2017;1;Gener;3;Nit;23;No és causa del  vianant;Turismo;Dona;10;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429307,79;4581494,94
2017S000068    ;2;Eixample;9;la Nova Esquerra de l'Eixample;100800;Diputació;0070 0070;Dimarts;2017;1;Gener;3;Nit;23;No és causa del  vianant;Turismo;Dona;25;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429307,79;4581494,94
2017S000068    ;2;Eixample;9;la Nova Esquerra de l'Eixample;100800;Diputació;0070 0070;Dimarts;2017;1;Gener;3;Nit;23;No és causa del  vianant;Turismo;Home;6;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429307,79;4581494,94
2017S000070    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0249 0249;Dimecres;2017;1;Gener;4;Matí;10;No és causa del  vianant;Motocicleta;Home;49;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430110,42;4582691,73
2017S000071    ;2;Eixample;9;la Nova Esquerra de l'Eixample;285807;Rocafort;0140 0140;Dimecres;2017;1;Gener;4;Matí;8;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429040,23;4581689,51
2017S000072    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0171I0177I;Dimecres;2017;1;Gener;4;Matí;10;No és causa del  vianant;Motocicleta;Home;57;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429662,25;4582499,63
2017S000073    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0093B0093B;Dimecres;2017;1;Gener;4;Matí;11;No és causa del  vianant;Motocicleta;Home;35;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432842,66;4583443,77
2017S000074    ;10;Sant Martí;72;Sant Martí de Provençals;322506;Selva del Camp;0006X0006X;Dimecres;2017;1;Gener;4;Tarda;14;Creuar per fora pas de vianants;Motocicleta;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432942,6;4586022,22
2017S000075    ;2;Eixample;9;la Nova Esquerra de l'Eixample;-1;Desconegut;Desconegut;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Bicicleta;Home;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit greu;429068,51;4581836,06
2017S000075    ;2;Eixample;9;la Nova Esquerra de l'Eixample;-1;Desconegut;Desconegut;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Motocicleta;Home;34;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;;
2017S000076    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;1808;Acer;0038 0038;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Motocicleta;Home;46;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427833,08;4578491,7
2017S000077    ;9;Sant Andreu;60;Sant Andreu;82402;Colòmbia;0001 0001;Dimecres;2017;1;Gener;4;Matí;12;No és causa del  vianant;Turismo;Dona;19;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432282,89;4588195,97
2017S000077    ;9;Sant Andreu;60;Sant Andreu;82402;Colòmbia;0001 0001;Dimecres;2017;1;Gener;4;Matí;12;No és causa del  vianant;Turismo;Dona;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432282,89;4588195,97
2017S000077    ;9;Sant Andreu;60;Sant Andreu;82402;Colòmbia;0001 0001;Dimecres;2017;1;Gener;4;Matí;12;No és causa del  vianant;Turismo;Home;21;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432282,89;4588195,97
2017S000078    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0083 0083;Dimecres;2017;1;Gener;4;Tarda;15;No és causa del  vianant;Motocicleta;Dona;46;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429654,51;4582369,59
2017S000078    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0083 0083;Dimecres;2017;1;Gener;4;Tarda;15;No és causa del  vianant;Motocicleta;Home;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429654,51;4582369,59
2017S000079    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0132 0132;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Autobús;Dona;42;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,28;4582235,96
2017S000079    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0132 0132;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Autobús;Dona;47;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,28;4582235,96
2017S000079    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0132 0132;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Autobús;Dona;61;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,28;4582235,96
2017S000079    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0132 0132;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Autobús;Dona;76;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,28;4582235,96
2017S000079    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0132 0132;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Autobús;Dona;83;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,28;4582235,96
2017S000079    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0132 0132;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Autobús;Home;79;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,28;4582235,96
2017S000079    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;0132 0132;Dimecres;2017;1;Gener;4;Tarda;14;No és causa del  vianant;Turismo;Home;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,28;4582235,96
2017S000080    ;4;Les Corts;19;les Corts;231502;Numància;0206 0206;Dimecres;2017;1;Gener;4;Matí;13;No és causa del  vianant;Ciclomotor;Home;20;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;427505,62;4582805,48
